Structure [idcode]	CAS	pKa	pKa-type	pKa-temp	logP	logP-type	logP-temp	mp	vp	vp-type	vp-temp	wSol mg/l	wSol-temp	Molweight	
f`qQ`@DX@pRSJsvjtx{sULuUU@@@	143288-62-4				1.790000000000000e+000	EXP			6.570000000000000e-012	EST	25	9.671000000000000e+002	25	224	
foAQb@FZ`ip@cIIhhdeDYVUihFBXR@@	145409-23-0				1.500000000000000e+000	EXP			3.000000000000000e-007	EST	25	1.711000000000000e+003	25	224	
foAQb@FF`kP@aJnYVYd{Qf`XFXH@@	145409-25-2				1.750000000000000e+000	EXP			3.000000000000000e-007	EST	25	1.047000000000000e+003	25	224	
do|h`IT{\@aJ[WUY[j@BYj@PYX	SRC000-04-3				3.200000000000000e-001	EXP								224	
f`aY@@DDxJR`IMrwltpSTmMUTB@h	SRC000-38-3				9.400000000000000e-001	EXP								224	
foA@b@ARADYEDeMDTeSdePACUTP@@	SRC000-69-2				3.530000000000000e+000	EXP								224	
fhy@`@@HrJZJJJIIDVc^\Ej`@`@`@@	SRC000-92-8				2.780000000000000e+000	EXP								224	
fhiQ@@DD@drrj}kKW`mPHP@@@`r@	SRC001-24-1				2.560000000000000e+000	EXP								224	
dg]HPCn@BBBLdfbRbRORuMUWh@@	SRC001-54-0				2.180000000000000e+000	EXP								224	
didHpNCDHHhHRYejZZeh@@	SRC001-56-1				1.710000000000000e+000	EXP								224	
do}L`ENK\@cIIheEdUIuhJCIP@@	SRC001-56-9				2.150000000000000e+000	EXP								224	
dcVDQNp`qMqNg^RVuZJZjh@@	SRC001-90-4				-2.810000000000000e+000	EXP								224	
f`aPP@HV@aQlbfbRaRfgAK@ATu@@@	SRC001-91-6				1.980000000000000e+000	EXP								224	
fhyH@@@XxkIEDeDehTjBYspP`Xj@@`@@	SRC002-16-4				2.230000000000000e+000	EXP								224	
f`qI`@HLEhBEYEMEEMKDfB]yYjYjj`@@	SRC002-76-8				2.500000000000000e-001	EXP								224	
f`qH`@HDhhBLbfbTJTRSNN|luUUTp@@	SRC002-89-0				3.600000000000000e-001	EXP								224	
f`aQ`@NV@PrSL}zwLxuKUSU@@@	SRC003-36-3				-1.160000000000000e+000	EXP								224	
f`aQ`@NV@PrSL}zvlxuKUSU@@@	SRC003-36-5				-8.200000000000000e-001	EXP								224	
fhip@@@P\eKLjo}HvkM@@@EP@`B@	000060-11-7	2.960000000000000e+000	EXP	25	4.580000000000000e+000	EXP		117	6.999999999999999e-008	EXT	25	2.300000000000000e-001	25	225	
dmVD`HzPqLbdbjTjji`@	000066-23-9				-3.610000000000000e+000	EXP		146	2.510000000000001e-007	EST	25	1.000000000000000e+006	25	225	
f`qqPBHRTAAKNaJNR[e]YegG^ZfijZXDAP	000067-45-8				-4.000000000000000e-002	EXP		255	2.600000000000000e-006	EST	25	4.000000000000000e+001	25	225	
foA`R@EPQap@cIIKEDhliZMYZ@@@`@@	000084-88-8				-1.500000000000000e+000	EST		322.5						225	
dcNDqIWPbBbAbIg^RYgWfzB@i`@@	000089-69-0				3.480000000000000e+000	EXP		57.5	7.920000000000000e-004	EST	25	2.940000000000000e+001	20	225	
fhip@@@PCdbTTTRbQJgV|t@DDA@B@D	000097-56-3				4.290000000000000e+000	EST		102	7.500000000000001e-007	EXT	25	7.000000000000000e+000	25	225	
dg^DIANpbIdEdMdAf~RYVvfih@JjX@@	000118-83-2				3.200000000000000e+000	EXP			2.210000000000000e-002	EST	25	1.000000000000000e+002	25	225	
dg^DHBxPbMdCdKdLbbbTUTcSA@iU@@@	000121-17-5				3.420000000000000e+000	EST		-2.5						225	
f`aqP@HZlAAg^R[fVvxRe`HbYP@@	000148-01-6				1.900000000000000e-001	EST		177.0				1.000000000000000e+003		225	
dg^DHLa@BFdNdAdLddJdTjQvmUP@@@@	000456-64-4				3.050000000000000e+000	EXP			1.350000000000000e-003	EST	25	8.026000000000002e+001	25	225	
fhia@@G@RYfUW~d[Uf`@@Bh@@@	000530-44-9				3.320000000000000e+000	EST		92.5						225	
fhi``@D@xdrsKsnjw`mPL@@@@@@	000614-28-8				1.260000000000000e+000	EST		152.0				1.200000000000000e+003	15	225	
do~HhMlI@iAi@YAYAIf[ovzXHbJf@@	000653-22-5				1.700000000000000e+000	EXP			1.060000000000000e-003	EST	25	1.142000000000000e+003	25	225	
dg^DHMNpbAdIdEdLbbbRduc]@PUR`@@	000777-37-7				3.420000000000000e+000	EST		22						225	
f`aa`@G@isIEMEDhkhIUADQUP@@	001082-23-1				1.510000000000000e+000	EXP			2.310000000000000e-004	EST	25	1.687000000000000e+004	25	225	
f`aa`@G@isIEMEDd\hIUADQUP@@	001082-88-8				1.210000000000000e+000	EXP			2.310000000000000e-004	EST	25	3.043000000000000e+004	25	225	
f`aa`@G@hiJ[eWWnRhHHjj@@@	001083-09-6				1.740000000000000e+000	EXP			2.310000000000000e-004	EST	25	1.073000000000000e+004	25	225	
fhyh@@@XisVRJIJYIPiTDkW`aAQL@A@@@	001214-39-7				1.570000000000000e+000	EXP		233	1.790000000000000e-011	EXP	20	6.000000000000000e+001	20	225	
doB`lXyVw@HZUxy_ldRfbTUTGZp`Xf@@	001594-56-5				2.040000000000000e+000	EST			8.880000000000001e-007	EST	25	2.402000000000000e+002	25	225	
f`ai@@LDxJPDimYufYr`@jjh@@	001610-18-0	4.300000000000000e+000	EXP	21	2.990000000000000e+000	EXP		91.5	2.300000000000000e-006	EXP	20	7.500000000000000e+002	25	225	
foA`b@E\dBHRYWVyZLlz@Bfjb@@	001759-02-0				3.380000000000000e+000	EXP			3.299999999999999e-004	EST	25	4.169000000000000e+001	25	225	
do~D`KTpBLdTtTURfzZ@bJZ@@	002032-65-7				2.920000000000000e+000	EXP		120	2.700000000000000e-007	EXP	25	2.700000000000000e+001	20	225	
fhyq@@B\DAIfV]UudeZ|FBBaZeJ@@	002440-22-4				4.310000000000000e+000	EXP		131-133   	7.950000000000000e-008	EST	25	2.559000000000000e+001	25	225	
f`q`B@D@BDeYfUWtzwej@@@@@@	003550-21-8				5.090000000000000e+000	EXP			4.090000000000000e-005	EST	25	1.451000000000000e+000	25	225	
foAQbBAJtYpH`TfyIe[eeiqUh@bYiH@@	003741-12-6				1.410000000000000e+000	EXP			5.919999999999999e-007	EST	25	8.281999999999999e+002	25	225	
fhyp`@HR\ABS\rrkxeZmxJp@@@@@@@	004199-88-6				2.110000000000000e+000	EST						2.725000000000000e+001	25	225	
fhyh@@@XhrRTsvzrmNBexHPPu@@P@@	004261-14-7				1.700000000000000e+000	EXP			1.480000000000000e-008	EST	25	4.400000000000000e+002	15	225	
fhi``@H@QdTtTRQTRPi^BlA@p@@BDh	004264-29-3				4.340000000000000e+000	EST		73						225	
f`aqPBHR|AAkNeMnR[fVvxRe`HbY`@@	004551-76-2				6.800000000000001e-001	EXP			7.020000000000001e-008	EST	25	3.456000000000000e+003	25	225	
do``LKaeS@HRfugUfz`@in`@@	004658-28-0				3.000000000000000e+000	EXP			1.240000000000000e-010	EST	25	5.500000000000000e+001	20	225	
foA`b@LPP@HrRPqQIIYUcNVjB`b@@@	005033-23-8				2.410000000000000e+000	EST						6.550000000000000e+002	20	225	
f`a`p@H@QhugYEMEDhihQJV@bFZ@@@	006744-85-0				1.180000000000000e+000	EST						1.850000000000000e+003	20	225	
fhia@@D@RYnYU_tzwfj@@@H@@@	006876-65-9				3.050000000000000e+000	EXP			8.180000000000000e-006	EST	25	8.015000000000002e+001	25	225	
gO|DEbLQxbSKftmP@	007411-23-6				2.240000000000000e+000	EXP			9.519999999999999e-004	EST	25	3.866000000000000e+002	25	225	
fhi`@@@ISLwZkf|xMUP@@@@@@	010024-74-5				4.080000000000000e+000	EST								225	
f`ai@@LDxJPDimYyUYr`@jjh@@	013532-26-8				3.770000000000000e+000	EST			4.589999999999999e-005	EST	25	2.260000000000000e+002	26	225	
foAQbBBLxKPH`db{HhheEDUfRlzZi`PH@@	014100-52-8				1.330000000000000e+000	EXP			5.919999999999999e-007	EST	25	9.693000000000000e+002	25	225	
f`aa`@K@EiJ[ee^^RhBHjj@@@	015402-79-6				1.570000000000000e+000	EXP			2.310000000000000e-004	EST	25	1.499000000000000e+004	25	225	
do~``DqnDHaIeYuUih@Jje@@	015468-86-7				2.750000000000000e+000	EXP			3.290000000000000e-005	EST	25	1.439000000000000e+002	25	225	
f`ai`BHBL{pDZaJIR[e[{[df`BIi`@@	016018-79-4				1.280000000000000e+000	EXP			4.540000000000001e-008	EST	25	2.671000000000000e+003	25	225	
f`qp`@DXTAbSJm{Jdh{sUMUUU@@@	016705-27-4				7.900000000000000e-001	EST						3.400000000000000e+004	20	225	
dcNDqAWPbBbFbAg^rJJJZF]LDQC@@@	017700-09-3				3.610000000000000e+000	EXP		55-56	7.920000000000000e-004	EST	25	2.600000000000000e+001	20	225	
dcNDqBxPbIbMbBd^RYefVVBAh`@@	018708-70-8				3.690000000000000e+000	EXP		72	7.920000000000000e-004	EST	25	6.250000000000000e+000	25	225	
dcNH`EtLSHhdhdUSP@UZ@@	019111-80-9				3.630000000000000e+000	EXP			2.430000000000000e-001	EST	25	2.538000000000000e+001	25	225	
dcNDpIWPbBbFbLbbbfJgCADDh@@	020098-48-0				3.740000000000000e+000	EST		72.5						225	
f`aa`@M@YKHhdhcLeISd@QUUP@@	023031-25-6				9.000000000000000e-001	EXP			1.000000000000000e-007	EST	25	2.128000000000000e+005	25	225	
dcNDpMePbBbABDfYwin``IX@@	023815-28-3				1.440000000000000e+000	EXP			3.180000000000000e-005	EST	25	1.882000000000000e+003	25	225	
f`ai@@LDxJPDimYueYr`@jjh@@	026259-45-0				3.640000000000000e+000	EST		87	7.300000000000000e-006	EXP	20	6.200000000000000e+002	20	225	
do~D`KxpBLdRTtRVagZhHHZ@@	029973-13-5				2.040000000000000e+000	EXP		33.4	7.049999999999999e-006	EXP	25	1.820000000000000e+003	20	225	
f`ipP@LDLBRoYHhhdeEJRTEZVjZjjZi`@@	031698-14-3				-2.370000000000000e+000	EXP		249 dec	3.900000000000000e-009	EST	25	1.000000000000000e+006	25	225	
f`ipP@DXxBQoYEDhihUEjBuXsffjjjf`@@	032830-01-6				-1.640000000000000e+000	EXP			2.370000000000000e-008	EST	25	3.978000000000000e+004	25	225	
f`ai@@DDXJPLbbbfffJSAMTsUUP@@	033665-71-3				1.780000000000000e+000	EXP			9.310000000000001e-007	EST	25	9.737999999999998e+002	25	225	
f`ai@@LDxJPDimYuiYr`@jjh@@	033693-04-8				3.100000000000000e+000	EXP		123.5	2.000000000000000e-006	EXP	25	1.300000000000000e+002	20	225	
f`a`P@J@Q[vQQJKZIJDsfjj@H`@@	037178-37-3				2.800000000000000e-001	EXP			3.110000000000000e-007	EST	25	7.206999999999999e+005	25	225	
f`aa`@O@XKIEDhidceKUAQDUP@@	039201-82-6				1.110000000000000e+000	EXP			1.250000000000000e-004	EST	25	3.704000000000000e+004	25	225	
fhya`BH@QZDhyInUme_`eZ|Eh@JA@H@@	042135-22-8				3.060000000000000e+000	EXP			8.890000000000001e-007	EST	25	2.488000000000000e+000	25	225	
fhia@@D@RYVYU[tzpVj@@@`@@@	050916-16-0				3.140000000000000e+000	EXP			4.080000000000000e-007	EST	25	6.715000000000001e+001	25	225	
dkNDPJp`BH|LdTaVRRijjj@@	052067-52-4				1.110000000000000e+000	EXP			5.980000000000001e-004	EST	25	3.637000000000000e+003	25	225	
f`apb@BJ]JpICHhhdmCEBpTDDMSP@@	053285-95-3				2.120000000000000e+000	EXP			6.680000000000000e-008	EST	25	4.995000000000000e+002	25	225	
fhi`@@@ISZsJkf|xMUP@@@@@@	053660-20-1				3.800000000000000e+000	EXP			1.010000000000000e-004	EST	25	1.867000000000000e+002	25	225	
f`aa`@M@D[IEDdhbeiqUAAQUP@@	057526-81-5				9.400000000000000e-001	EST		127.5						225	
fhip@@@PEdbTTTRVRjkF|t@P@Q@B@H	058010-91-6				4.690000000000000e+000	EST						2.816000000000000e+001	25	225	
f`qi`@DTxIPC^rJIQQJiILyISUKMUU@@@	059277-89-3				-1.560000000000000e+000	EXP		255	7.470000000000002e-015	EST	25	1.620000000000000e+003	22	225	
do~``NeSlHaIe][[ih@JZZ@@	060221-92-3				1.580000000000000e+000	EXP			2.300000000000000e-006	EST	25	1.436000000000000e+003	25	225	
dcOH`FgQCDrJIJZEUt@Pm`@@	062825-09-6				2.560000000000000e+000	EXP			7.459999999999999e-009	EST	25	7.698999999999998e+001	25	225	
dcOH`NgQCDRYW[ZZ@BVp@@	062825-10-9				2.500000000000000e+000	EXP			7.459999999999999e-009	EST	25	8.663000000000000e+001	25	225	
fhi`@@@ISLrrnrl[u@AAAD@@@	064653-59-4				5.370000000000000e+000	EST		29						225	
do~D`CgPBDim]Vynh@Jfh@@	084640-39-1				2.860000000000000e+000	EXP			3.139999999999999e-004	EST	25	1.164000000000000e+002	25	225	
f`apPBHRLAFkPeGIMrnmspSP@TuP@@	088132-15-4				1.740000000000000e+000	EXP			1.000000000000000e-006	EST	25	1.055000000000000e+003	25	225	
f`apPBHBLAFkPeGIMrm}srSPADuP@@	088132-19-8				1.640000000000000e+000	EXP			1.000000000000000e-006	EST	25	1.284000000000000e+003	25	225	
f`a`p@H@QhugYEMDeLhi^BV@BfZ@@@	090072-77-8				1.180000000000000e+000	EST						1.980000000000000e+003	20	225	
f`aqPAHLTAAg^aJNUOnR[fUnXVf``hY`@@	090110-78-4				5.600000000000001e-001	EXP			8.999999999999999e-008	EST	25	4.376000000000000e+003	25	225	
f`aaP@H@PSQdfyWVuYqZZfZiA@T@	090147-18-5				2.670000000000000e+000	EXP			1.310000000000000e-004	EST	25	6.901000000000001e+001	25	225	
f`aaP@H@PSQdfyWVvYqZZfZiA@T@	090147-21-0				2.640000000000000e+000	EXP			2.430000000000000e-004	EST	25	7.320000000000000e+001	25	225	
f`aaC@OTAHHdLRFQRFYJIKHujif@BpDFP	101048-47-9				2.420000000000000e+000	EXP								225	
f`aaC@OTAHHdLRFQRFYJIJXsjif@HpDFP	101048-56-0				2.450000000000000e+000	EXP								225	
f`a`p@H@QhugIMrmlwpRp@TsP@@	101714-14-1				1.180000000000000e+000	EST						4.280000000000000e+003	20	225	
fhyp@@@XIdbbbVbTjUNRUxHDQU@@P@@	121552-61-2	4.440000000000000e+000	EXP		4.000000000000000e+000	EXP		75.9	3.680000000000000e-006	EXP	25	1.300000000000000e+001	25	225	
fhiq@@LJBAJYVwyTToAhH`x@@@@	128887-24-1				2.590000000000000e+000	EXP			2.010000000000000e-006	EST	25	1.076000000000000e+002	25	225	
fhiq@@LJBCIELhhlXdnB|F`HK`@@@@	128887-26-3				2.410000000000000e+000	EXP			1.880000000000000e-006	EST	25	1.534000000000000e+002	25	225	
f`qq`@BZ\ADlbfbaTrbUFN|uUUUKP@@	134419-51-5				-2.020000000000000e+000	EXP			2.860000000000000e-012	EST	25	1.459000000000000e+004	25	225	
foA`b@EDdBHrJJIKPqI`kN``ajh`@@	143121-06-6				3.130000000000000e+000	EXP			3.299999999999999e-004	EST	25	6.816000000000000e+001	25	225	
f`aa`@E@XIJYYeWiFhJHhj@@@	SRC000-09-6				1.050000000000000e+000	EXP								225	
f`aa`@K@EyJUef^uVj`hJJ@@@	SRC001-75-9				1.340000000000000e+000	EXP								225	
foApb@DXIip@aIgVUmTZsfj`BJH@@	SRC001-91-0				1.400000000000000e-001	EXP								225	
fhy``@B@|dsLrjjqQ`v\uHUARP`@@	SRC002-19-6				2.850000000000000e+000	EXP								225	
fhia@@D@RYVYU_tzwfj@@@H@@@	SRC002-74-2				3.050000000000000e+000	EXP								225	
f`aa`@N@IYIf^uuV\Zejjj`@@	SRC003-36-1				7.200000000000000e-001	EXP								225	
doD`DqQd@aIeYf_MvjAhH@@	SRC003-47-5				7.000000000000000e-001	EXP								225	
fhiQ@@INAdTTTbRarrk^BtEP@@@@@	000054-36-4				1.880000000000000e+000	EST		50.5						226	
f`aQ`@DX@pRSJsvoTxuSMUU@@@	000057-43-2	7.840000000000000e+000	EXP		2.070000000000000e+000	EXP	25	157	2.170000000000001e-011	EST	25	6.030000000000000e+002	25	226	
f`aQ`@DX@pVQQIQZZIFgFjYjjh@@	000076-74-4	8.109999999999999e+000	EXP	25	2.100000000000000e+000	EXP		129.5	3.019999999999999e-010	EST	25	6.788000000000000e+002	25	226	
fhyA`@@HTdwLsJ~IQoNBuPA@@P@@@	000082-07-5				2.230000000000000e+000	EXP		217 dec	1.770000000000000e-006	EST	25	7.659000000000000e+001	25	226	
dg]DPCmaBHJHRYf{uzYjYj}@@	000084-58-2				3.890000000000000e+000	EST		214.5						226	
dg|DPDpHb@cHiCEDhcJg\l@@@@@@	000085-46-1				4.120000000000000e+000	EST		68						226	
do\A@@PfES]In{n{Zjjjh@@	000087-74-1				-2.320000000000000e+000	EST		146.5						226	
dg|DPDpHb@cHiCDeLdLg\l@@@@@@	000093-11-8				4.120000000000000e+000	EST		81						226	
fhiA`@@HxdrsKsnjw`mPL@@@@@@	000093-97-0				2.260000000000000e+000	EXP		42.5	1.177000000000000e-004	EXT	25	1.000000000000000e+001	25	226	
fhi@`@@HRYYU^uekpVhHH@@@@@	000094-47-3				4.010000000000000e+000	EXP			1.100000000000000e-004	EST	25	1.199000000000000e+001	25	226	
fhiP@@@VRfYU_vEiQj@@@Jh@@@	000101-72-4	5.080000000000000e+000	EST	25	3.280000000000000e+000	EST		74	7.110000000000001e-005	EST	25	5.460000000000000e+001	25	226	
do}D`Dqa@HRYV^ujyjfZih@@	000115-56-0				2.190000000000000e+000	EXP		160.5	3.960000000000000e-010	EST	25	4.295000000000000e+002	25	226	
f`aQ`@DX@pRSJsvntxuSMUU@@@	000115-58-2				2.240000000000000e+000	EXP			1.310000000000000e-011	EST	25	1.510000000000000e+003	25	226	
dg|DPFDH`haIf[oWiNyjY`@@@	000117-80-6				2.650000000000000e+000	EST		195	8.200000000000000e+001	EST	25	1.000000000000000e-001	25	226	
fhi@`@@HrJIQJIQEYUoAZ`b@@@@@	000118-58-1				4.310000000000000e+000	EST		130.5	3.369999999999999e-006	EST	25	2.459000000000000e+001	25	226	
f`aQP@HZ@acoIMsOOLJRpPETh@@	000118-95-6				3.100000000000000e+000	EXP			1.660000000000000e-006	EST	25	7.184999999999999e+001	25	226	
f`aI`@BJ]xBAIMrlvkYsUTtsT@@	000305-84-0				-1.810000000000000e+000	EST		260						226	
fhyA`@@HHdwWLjorQoNBuT@@@P@@@	000467-69-6	1.090000000000000e+000	EXP		1.320000000000000e+000							2.448000000000000e+003	25	226	
f`aPP@NZ@awdfvYovyIjZfjZ@@	000487-90-1				-4.460000000000000e+000	EST								226	
gOpXHjpNIRkcUK@@	000516-02-9				-1.700000000000000e-001	EST						1.000000000000000e+002		226	
f`a@P@@LUkHhdhiiTeQcSUSUT@@	000532-34-3				2.420000000000000e+000	EST		< 25	2.469999999999999e-004	EST	25	2.751999999999999e+002	25	226	
f`~@@@DiUUUUjjjjj@@	000544-76-3				8.250000000000000e+000	EST	25	18.1	1.430000000000000e-003	EXP	25	9.000000000000000e-004	25	226	
fhyA`@@DtdsMksjpRc^CA@@P@@@@@	000577-33-3				2.900000000000000e+000	EST		208						226	
f`aAp@@HXZsoIMsOK\ISPPQLp@@	000609-98-3				1.660000000000000e+000	EST						5.000000000000000e+003	10	226	
fhiA`@@HTdwJ{\kpW`m@AL@@@@@	000611-95-0				3.030000000000000e+000	EST		199						226	
f`aPpAHT@`gARaJNiHnrJZIQRqIN|uTs@@@@@	000643-43-6	3.500000000000000e+000	EXP	25	1.060000000000000e+000	EST		172	6.060000000000000e-007	EST	25	3.986000000000000e+003	25	226	
dmt@H@bDbLbBBLbdJbReZj@@@@	000701-65-5				3.780000000000000e+000	EXP			1.170000000000000e-002	EST	25	1.856000000000000e+001	25	226	
f`~A@@@ILjjjjuUUUT@@	000818-23-5				5.660000000000000e+000	EST		43	4.043000000000000e-004	EXT	25	4.683000000000000e-001	25	226	
f`aAP@@Hu[rSKJkKrLuAAQT@@@	001083-41-6				2.410000000000000e+000	EXP			1.070000000000000e-007	EST	25	1.060000000000000e+003	25	226	
fhyA`@@BMdTTTTTTVoMJ|xKPAAPA@@@	001143-38-0				4.400000000000000e+000	EST		179						226	
fhyP`BHA@bDhyInUmU_`eZ]yh@J`B@@@	001214-32-0				3.060000000000000e+000	EXP			3.949999999999999e-007	EST	25	2.457000000000000e+000	25	226	
f`~@`@@DrJJJYPsSUUUUU`@@	001333-17-1				3.480000000000000e+000	EST		37-38	3.370000000000000e-005	EST	25	1.200000000000000e+003	20	226	
f`~@P@@HT[HheDTdihuMUSL@@	002082-81-7				3.190000000000000e+000	EST		226.28	2.760000000000000e-002	EST	25	6.001000000000001e+001	25	226	
dmTB`NFUADReUfjjY`@	002168-88-9				-7.700000000000000e-001	EST						4.270000000000000e+003	15	226	
f`~A@@@ILzjjjuUUUT@@	002345-28-0				5.660000000000000e+000	EST		39.5						226	
f`aPP@DX@pSdfUgmViqjfZij@@	002537-29-3				-5.000000000000000e-002	EXP		157-158   	9.579999999999999e-015	EST	25	3.518000000000000e+004	25	226	
dcLDpFTH`h`XcHhhiictpQDT@@	002668-24-8				3.720000000000000e+000	EXP			1.868000000000000e-003	EXP	25	2.089000000000000e+001	25	226	
f`aPpAHF@bRg^aJNMOnR[fVWxVf``Xi`@@	002702-58-1				1.840000000000000e+000	EXP		107-109	1.910000000000000e-005	EST	25	3.489000000000000e+002	25	226	
f`~A@@@IJjjjjuUUUT@@	002765-11-9				6.220000000000000e+000	EST		24.5						226	
f`aIP@HRUxBBF\dwJzmsNKSTtsHHB`	003270-71-1				-1.220000000000000e+000	EST		270 dec						226	
f`qPP@DX@IWlbbbRbRQsNFluTtuUP@@	003416-05-5				-6.000000000000000e-001	EXP		155-156	3.190000000000000e-012	EST	25	5.081000000000000e+003	25	226	
fhi@`@@LrJJJIIQEZUoAZB``@@@@	003524-62-7				2.540000000000000e+000	EST		49.5						226	
f`aAP@@HL{vQQJIIQQVUfhHJb`@@	003856-05-1				2.460000000000000e+000	EXP			1.970000000000001e-007	EST	25	9.610999999999999e+002	25	226	
dax@`@kDeUZjh@@	004282-40-0				4.700000000000000e+000	EXP		-48.2	4.460000000000000e-001	EXT	25	3.500000000000000e+000	25	226	
dg|DPFD@b@aJUYeU]NzjfZiP@	004437-20-1				4.030000000000000e+000	EST		10						226	
f`aPP@DX@JRlbbRbTjRUNMUJuUP@@	004450-00-4				1.620000000000000e+000	EXP			4.049999999999999e-009	EST	25	1.319000000000000e+003	25	226	
f`aPP@DX@JRlbbRbTjReNMUJuUP@@	004450-04-8				1.480000000000000e+000	EXP			6.609999999999999e-009	EST	25	1.736000000000000e+003	25	226	
f`aA@@@ILjjjj{uUUUUT@@	004727-17-7				6.060000000000000e+000	EST		80.5						226	
fhi@`@@HR[ifuWMypVj`@@@@@@	005558-66-7				2.690000000000000e+000	EXP		176	5.970000000000000e-006	EST	25	3.991000000000000e+002	25	226	
f`aHP@HRTxBBVR[e]YegEijZfdDAP	005579-89-5				9.300000000000001e-001	EST						2.600000000000000e+002	25	226	
dmTB`NFUADRfYnjjY`@	005962-45-8				-9.200000000000000e-001	EST						3.129000000000000e+004	15	226	
f`~P`@DFAkHhheDeEXuSUMTBEH	006168-76-9				1.060000000000000e+000	EST		< 25						226	
foAQb@LB`bp@cIIBhhd\fBtYZ`XBh@@	006451-55-4				5.600000000000001e-001	EXP			2.040000000000000e-008	EST	25	1.060000000000000e+004	25	226	
f`qI`BHDxhBOPeGIMrzljscoMRuUUT@@	006497-78-5				-3.800000000000000e-001	EXP			8.820000000000000e-007	EST	25	2.793000000000000e+005	25	226	
f`qI`BHDDhBOPeGIMsOljpSoMSUUUL@@	006506-37-2				7.000000000000001e-002	EXP		110-111	8.820000000000000e-007	EST	25	1.153000000000000e+005	25	226	
gC`BAfRHTQhbOT@@	010025-91-9				1.660000000000000e+000	EST		73	1.000000000000000e+000	EXP	49	1.192000000000000e+003	25	226	
do|B`Ae]@HrQQJJJINwjhFX@@@	013330-93-3				4.800000000000000e-001	EST						1.580000000000000e+004	25	226	
diD@h@bJbFbNbAbDefZZj`@	014129-82-9				3.450000000000000e+000	EST	25		1.170000000000000e-001	EST	25	3.501000000000000e+001	25	226	
f`~@`@@HRYuUUUjjjZhDEP	014959-86-5				5.560000000000000e+000	EST			4.100000000000000e-003	EST	25	5.681999999999999e-001	25	226	
f`~@@@LddRLbdWeUUUUP@@	015220-85-6				7.790000000000000e+000	EST		-98						226	
dmTB`HSBBDRjuUZjj`@	015606-95-8				2.000000000000000e-002	EST								226	
f`~@`@@HRYuUUUjjjihDCP	016974-11-1				5.560000000000000e+000	EST			4.100000000000000e-003	EST	25	5.681999999999999e-001	25	226	
dg|DPFTH`haIf[m_aNyjXDB@@	018398-36-2				3.090000000000000e+000	EST		184						226	
dcL`pJZUBHRHrHrJPqIQCMT@E@@@	021227-47-4				1.770000000000000e+000	EXP			1.550000000000000e-004	EST	25	9.667000000000001e+002	25	226	
do|L`BmpbDfYU]Ya``biX@@	022131-79-9	4.500000000000000e+000	EXP		2.480000000000000e+000	EXP		92.5	2.120000000000000e-005	EST	25	6.003000000000000e+002	25	226	
dmTB`NFUADRfYnjjY`@	022659-18-3				-9.200000000000000e-001	EST						5.695000000000000e+004	15	226	
f`qPB@DR@DIJrnlkpSoK@AP@@@@	023246-36-8				4.940000000000000e+000	EXP			9.960000000000000e-006	EST	25	1.925000000000000e+000	25	226	
f`a@P@@Hl{HheMhhcLJSTuUSTBAD	026074-74-8				2.670000000000000e+000	EXP			3.350000000000000e-002	EST	25	1.672000000000000e+002	25	226	
f`aPP@B\@bwlbfdRLRTIgMUT@Q@@@	028860-95-9				-1.300000000000000e-001	EST		208						226	
fhiQ@@JBAdbfbRfLRWI^CPPIP@@BGH	029268-77-7				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
fhiQ@@JB@eMrosKrW`tDBPD@@ar@	029268-78-8				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
fhiQ@@JB@eMrororSoTDBP@P@ar@	029418-41-5				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
fhiQ@@IJ@eMk^ljsg`t@EL@@@aJ@	029418-42-6				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
fhiQ@@AR@eMkjsJsg`t@DpD@@`J@	029418-43-7				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
fhiQ@@AR@eMkjrnscoT@Dp@P@`J@	029418-44-8				4.740000000000000e+000	EST	25		8.990000000000002e-005	EST	25	1.057000000000000e+000	25	226	
f`~@`@@HrJIQEIIJMSUUU@@@	029964-84-9				5.620000000000000e+000	EST			1.170000000000000e-002	EST	25	5.036000000000001e-001	25	226	
dcLD`EtLSHhdhTiSP@SLAGP	032862-97-8				2.960000000000000e+000	EST		177-179	9.380000000000002e-005	EST	25	5.250000000000000e+002	25	226	
f`a@P@@Ld{IEDhdedTKUAPTUP@@	033332-53-5				1.120000000000000e+000	EXP			7.819999999999999e-004	EST	25	3.523000000000001e+003	25	226	
f`aQ`@DX@pRSJsvltxuSMUU@@@	033492-49-8				2.000000000000000e+000	EST						1.250000000000000e+003	20	226	
foA@R@ARlxDQdTRTrbJeFJu@ASTq@@@	033607-91-9				1.770000000000000e+000	EXP			2.630000000000000e-006	EST	25	2.426000000000000e+003	25	226	
f`~@`@@HRYuUUUjjjihDCP	035148-19-7				5.560000000000000e+000	EST			4.100000000000000e-003	EST	25	5.681999999999999e-001	25	226	
